message_id,conversation_id,sender_role,content,created_at,dt_prev_sec,msg_len,reaction,label
217_6,217,buyer,음... 좀 비싸네요,2025-10-19T00:49:40.381131,594,11,0,0
217_7,217,seller,확인했습니다,2025-10-19T01:47:12.381131,3452,6,0,0
217_8,217,buyer,죄송합니다만 다시 생각해볼게요,2025-10-19T02:04:28.381131,1036,16,0,1
218_0,218,buyer,이 상품 아직 구매 가능한가요?,2025-10-06T00:11:44.381153,0,17,0,0
218_1,218,seller,오늘 오후 가능합니다,2025-10-06T00:17:25.381153,341,11,0,0
218_2,218,buyer,빠른 답변 감사드려요,2025-10-06T00:21:12.381153,227,11,0,0
218_3,218,seller,네고 조금 가능합니다,2025-10-06T00:25:44.381153,272,11,0,0
218_4,218,buyer,가격 네고 가능할까요?,2025-10-06T00:35:41.381153,597,12,0,0
218_5,218,seller,배송비 별도입니다,2025-10-06T00:45:09.381153,568,9,0,0
218_6,218,buyer,감사합니다,2025-10-06T00:50:36.381153,327,5,0,0
218_7,218,seller,직거래 가능합니다,2025-10-06T00:59:01.381153,505,9,0,0
218_8,218,buyer,실물 사진 더 보여주실 수 있나요?,2025-10-06T01:03:44.381153,283,19,1,0
218_9,218,seller,직거래 가능합니다,2025-10-06T01:07:26.381153,222,9,0,0
218_10,218,buyer,배송비 포함인가요?,2025-10-06T01:16:30.381153,544,10,0,0
218_11,218,seller,네고 조금 가능합니다,2025-10-06T01:21:49.381153,319,11,0,0
218_12,218,buyer,알겠습니다. 구매할게요,2025-10-06T01:27:49.381153,360,12,0,0
218_13,218,seller,상품 상태 아주 좋습니다,2025-10-06T01:29:35.381153,106,13,0,0
218_14,218,buyer,감사합니다,2025-10-06T01:31:20.381153,105,5,0,0
218_15,218,seller,"네, 구매 가능합니다!",2025-10-06T01:31:54.381153,34,12,0,0
219_0,219,buyer,배송비 포함인가요?,2025-10-09T00:11:44.381189,0,10,0,0
219_1,219,seller,사진 보내드릴게요,2025-10-09T00:18:08.381189,384,9,1,0
219_2,219,buyer,배송비 포함인가요?,2025-10-09T00:18:47.381189,39,10,0,0
219_3,219,seller,사진 보내드릴게요,2025-10-09T00:19:52.381189,65,9,1,0
219_4,219,buyer,그럼 그렇게 진행해주세요,2025-10-09T00:27:15.381189,443,13,0,0
219_5,219,seller,직거래 가능합니다,2025-10-09T00:36:51.381189,576,9,0,0
219_6,219,buyer,배송비 포함인가요?,2025-10-09T00:37:44.381189,53,10,0,0
219_7,219,seller,배송비 별도입니다,2025-10-09T00:47:25.381189,581,9,0,0
219_8,219,buyer,그럼 그렇게 진행해주세요,2025-10-09T00:54:12.381189,407,13,1,0
219_9,219,seller,배송비 별도입니다,2025-10-09T00:56:32.381189,140,9,0,0
219_10,219,buyer,실물 사진 더 보여주실 수 있나요?,2025-10-09T00:58:30.381189,118,19,0,0
220_0,220,buyer,실물 사진 더 보여주실 수 있나요?,2025-09-29T00:11:44.381213,0,19,1,0
220_1,220,seller,오늘 오후 가능합니다,2025-09-29T00:17:36.381213,352,11,0,0
220_2,220,buyer,그럼 그렇게 진행해주세요,2025-09-29T00:23:54.381213,378,13,0,0
220_3,220,seller,사진 보내드릴게요,2025-09-29T00:27:20.381213,206,9,1,0
220_4,220,buyer,배송비 포함인가요?,2025-09-29T00:32:47.381213,327,10,0,0
220_5,220,seller,사진 보내드릴게요,2025-09-29T00:34:49.381213,122,9,0,0
220_6,220,buyer,가격 네고 가능할까요?,2025-09-29T00:43:30.381213,521,12,1,0
220_7,220,seller,배송비 별도입니다,2025-09-29T00:50:16.381213,406,9,0,0
220_8,220,buyer,빠른 답변 감사드려요,2025-09-29T00:56:45.381213,389,11,0,0
220_9,220,seller,직거래는 어렵습니다,2025-09-29T00:56:56.381213,11,10,0,0
220_10,220,buyer,...,2025-09-29T02:02:25.381213,3929,3,0,0
220_11,220,seller,알겠습니다,2025-09-29T02:09:03.381213,398,5,0,0
221_0,221,buyer,상품 상태는 어떤가요?,2025-10-12T00:11:44.381246,0,12,0,0
221_1,221,seller,"네, 구매 가능합니다!",2025-10-12T00:18:49.381246,425,12,0,0
221_2,221,buyer,알겠습니다. 구매할게요,2025-10-12T00:27:36.381246,527,12,1,0
221_3,221,seller,네고 조금 가능합니다,2025-10-12T00:33:39.381246,363,11,1,0
221_4,221,buyer,배송비 포함인가요?,2025-10-12T00:35:06.381246,87,10,1,0
221_5,221,seller,배송비 별도입니다,2025-10-12T00:38:31.381246,205,9,0,0
221_6,221,buyer,가격 네고 가능할까요?,2025-10-12T00:44:56.381246,385,12,0,0
221_7,221,seller,직거래는 어렵습니다,2025-10-12T00:45:57.381246,61,10,0,0
221_8,221,buyer,...,2025-10-12T00:55:44.381246,587,3,0,0
221_9,221,seller,알겠습니다,2025-10-12T02:02:54.381246,4030,5,0,0
221_10,221,buyer,음... 좀 비싸네요,2025-10-12T02:57:58.381246,3304,11,1,1
222_0,222,buyer,빠른 답변 감사드려요,2025-10-04T00:11:44.381271,0,11,0,0
222_1,222,seller,직거래는 어렵습니다,2025-10-04T00:12:59.381271,75,10,0,0
222_2,222,buyer,...,2025-10-04T00:59:01.381271,2762,3,1,0
222_3,222,seller,확인했습니다,2025-10-04T01:25:15.381271,1574,6,1,0
223_0,223,buyer,알겠습니다. 구매할게요,2025-10-03T00:11:44.381281,0,12,0,0
223_1,223,seller,상품 상태 아주 좋습니다,2025-10-03T00:21:36.381281,592,13,1,0
223_2,223,buyer,그럼 그렇게 진행해주세요,2025-10-03T00:28:35.381281,419,13,0,0
223_3,223,seller,직거래 가능합니다,2025-10-03T00:28:45.381281,10,9,0,0
223_4,223,buyer,직거래 가능한가요?,2025-10-03T00:35:45.381281,420,10,1,0
223_5,223,seller,네,2025-10-03T00:44:16.381281,511,1,0,0
223_6,223,buyer,...,2025-10-03T02:08:48.381281,5072,3,0,0
223_7,223,seller,네,2025-10-03T02:26:17.381281,1049,1,0,0
224_0,224,buyer,네 좋습니다!,2025-10-07T00:11:44.381302,0,7,0,0
224_1,224,seller,오늘 오후 가능합니다,2025-10-07T00:15:01.381302,197,11,0,0
224_2,224,buyer,그럼 그렇게 진행해주세요,2025-10-07T00:21:27.381302,386,13,0,0
224_3,224,seller,가격은 정찰제입니다,2025-10-07T00:28:35.381302,428,10,1,0
224_4,224,buyer,다른 상품이랑 비교 좀 해보고 연락드릴게요,2025-10-07T00:59:19.381302,1844,23,1,0
224_5,224,seller,직거래는 어렵습니다,2025-10-07T02:25:08.381302,5149,10,1,0
225_0,225,buyer,네 좋습니다!,2025-10-17T00:11:44.381316,0,7,0,0
225_1,225,seller,오늘 오후 가능합니다,2025-10-17T00:14:12.381316,148,11,0,0
225_2,225,buyer,배송비 포함인가요?,2025-10-17T00:19:40.381316,328,10,0,0
225_3,225,seller,직거래 가능합니다,2025-10-17T00:29:01.381316,561,9,0,0
225_4,225,buyer,그럼 그렇게 진행해주세요,2025-10-17T00:34:52.381316,351,13,0,0
225_5,225,seller,오늘 오후 가능합니다,2025-10-17T00:40:42.381316,350,11,0,0
225_6,225,buyer,네 좋습니다!,2025-10-17T00:41:54.381316,72,7,0,0
225_7,225,seller,상품 상태 아주 좋습니다,2025-10-17T00:42:10.381316,16,13,0,0
225_8,225,buyer,실물 사진 더 보여주실 수 있나요?,2025-10-17T00:48:11.381316,361,19,1,0
225_9,225,seller,알겠습니다,2025-10-17T00:53:53.381316,342,5,1,0
225_10,225,buyer,...,2025-10-17T02:06:22.381316,4349,3,1,0
225_11,225,seller,네,2025-10-17T02:53:27.381316,2825,1,0,0
226_0,226,buyer,실물 사진 더 보여주실 수 있나요?,2025-10-13T00:11:44.381343,0,19,0,0
226_1,226,seller,"네, 구매 가능합니다!",2025-10-13T00:21:20.381343,576,12,0,0
226_2,226,buyer,실물 사진 더 보여주실 수 있나요?,2025-10-13T00:28:28.381343,428,19,0,0
226_3,226,seller,상품 상태 아주 좋습니다,2025-10-13T00:36:39.381343,491,13,1,0
226_4,226,buyer,언제 거래 가능하신가요?,2025-10-13T00:39:46.381343,187,13,0,0
226_5,226,seller,사진 보내드릴게요,2025-10-13T00:41:45.381343,119,9,0,0
226_6,226,buyer,배송비 포함인가요?,2025-10-13T00:48:31.381343,406,10,0,0
226_7,226,seller,사진 보내드릴게요,2025-10-13T00:55:46.381343,435,9,0,0
226_8,226,buyer,알겠습니다. 구매할게요,2025-10-13T00:56:11.381343,25,12,1,0
226_9,226,seller,오늘 오후 가능합니다,2025-10-13T01:01:30.381343,319,11,0,0
226_10,226,buyer,실물 사진 더 보여주실 수 있나요?,2025-10-13T01:03:46.381343,136,19,0,0
226_11,226,seller,사진 보내드릴게요,2025-10-13T01:11:38.381343,472,9,1,0
226_12,226,buyer,빠른 답변 감사드려요,2025-10-13T01:16:24.381343,286,11,0,0
226_13,226,seller,상품 상태 아주 좋습니다,2025-10-13T01:21:23.381343,299,13,0,0
227_0,227,buyer,이 상품 아직 구매 가능한가요?,2025-10-15T00:11:44.381373,0,17,0,0
227_1,227,seller,직거래 가능합니다,2025-10-15T00:12:18.381373,34,9,0,0
227_2,227,buyer,가격 네고 가능할까요?,2025-10-15T00:17:20.381373,302,12,1,0
227_3,227,seller,직거래 가능합니다,2025-10-15T00:18:17.381373,57,9,1,0
227_4,227,buyer,상품 상태는 어떤가요?,2025-10-15T00:19:29.381373,72,12,0,0
227_5,227,seller,직거래 가능합니다,2025-10-15T00:20:05.381373,36,9,0,0
227_6,227,buyer,실물 사진 더 보여주실 수 있나요?,2025-10-15T00:27:18.381373,433,19,0,0
227_7,227,seller,알겠습니다,2025-10-15T00:36:47.381373,569,5,0,0
227_8,227,buyer,아 그렇군요,2025-10-15T00:45:04.381373,497,6,0,0
227_9,227,seller,확인했습니다,2025-10-15T02:04:27.381373,4763,6,1,0
227_10,227,buyer,...,2025-10-15T03:22:26.381373,4679,3,0,1
228_0,228,buyer,실물 사진 더 보여주실 수 있나요?,2025-10-10T00:11:44.381398,0,19,0,0
228_1,228,seller,오늘 오후 가능합니다,2025-10-10T00:20:11.381398,507,11,0,0
228_2,228,buyer,빠른 답변 감사드려요,2025-10-10T00:23:58.381398,227,11,0,0
228_3,228,seller,네고 조금 가능합니다,2025-10-10T00:32:59.381398,541,11,0,0
228_4,228,buyer,알겠습니다. 구매할게요,2025-10-10T00:39:32.381398,393,12,0,0
228_5,228,seller,네고 조금 가능합니다,2025-10-10T00:39:44.381398,12,11,1,0
228_6,228,buyer,알겠습니다. 구매할게요,2025-10-10T00:43:36.381398,232,12,1,0
228_7,228,seller,네고 조금 가능합니다,2025-10-10T00:46:31.381398,175,11,0,0
228_8,228,buyer,알겠습니다. 구매할게요,2025-10-10T00:49:12.381398,161,12,0,0
228_9,228,seller,죄송하지만 네고는 어렵습니다,2025-10-10T00:50:02.381398,50,15,0,0
228_10,228,buyer,아 그렇군요,2025-10-10T00:56:01.381398,359,6,0,0
228_11,228,seller,네,2025-10-10T01:51:12.381398,3311,1,0,0
228_12,228,buyer,음... 좀 비싸네요,2025-10-10T02:14:15.381398,1383,11,0,1
229_0,229,buyer,직거래 가능한가요?,2025-10-01T00:11:44.381425,0,10,0,0
229_1,229,seller,직거래 가능합니다,2025-10-01T00:14:50.381425,186,9,0,0
229_2,229,buyer,이 상품 아직 구매 가능한가요?,2025-10-01T00:21:26.381425,396,17,0,0
229_3,229,seller,사진 보내드릴게요,2025-10-01T00:22:18.381425,52,9,0,0
229_4,229,buyer,알겠습니다. 구매할게요,2025-10-01T00:31:48.381425,570,12,0,0
229_5,229,seller,직거래 가능합니다,2025-10-01T00:40:45.381425,537,9,1,0
229_6,229,buyer,그럼 그렇게 진행해주세요,2025-10-01T00:41:50.381425,65,13,0,0
229_7,229,seller,"네, 구매 가능합니다!",2025-10-01T00:48:07.381425,377,12,0,0
229_8,229,buyer,배송비 포함인가요?,2025-10-01T00:56:22.381425,495,10,0,0
229_9,229,seller,상품 상태 아주 좋습니다,2025-10-01T00:59:54.381425,212,13,0,0
229_10,229,buyer,배송비 포함인가요?,2025-10-01T01:00:32.381425,38,10,0,0
230_0,230,buyer,배송비 포함인가요?,2025-10-03T00:11:44.381452,0,10,0,0
230_1,230,seller,직거래 가능합니다,2025-10-03T00:18:24.381452,400,9,0,0
230_2,230,buyer,언제 거래 가능하신가요?,2025-10-03T00:26:23.381452,479,13,0,0
230_3,230,seller,확인했습니다,2025-10-03T00:33:38.381452,435,6,0,0
230_4,230,buyer,아 그렇군요,2025-10-03T00:40:02.381452,384,6,0,0
230_5,230,seller,네,2025-10-03T02:20:06.381452,6004,1,0,0
230_6,230,buyer,음... 좀 비싸네요,2025-10-03T02:50:22.381452,1816,11,0,1
231_0,231,buyer,감사합니다,2025-10-24T00:11:44.381470,0,5,1,0
231_1,231,seller,"네, 구매 가능합니다!",2025-10-24T00:15:03.381470,199,12,1,0
231_2,231,buyer,알겠습니다. 구매할게요,2025-10-24T00:21:00.381470,357,12,0,0
231_3,231,seller,사진 보내드릴게요,2025-10-24T00:28:55.381470,475,9,1,0
231_4,231,buyer,배송비 포함인가요?,2025-10-24T00:32:55.381470,240,10,0,0
231_5,231,seller,네고 조금 가능합니다,2025-10-24T00:39:40.381470,405,11,0,0
231_6,231,buyer,배송비 포함인가요?,2025-10-24T00:43:17.381470,217,10,0,0
231_7,231,seller,가격은 정찰제입니다,2025-10-24T00:47:35.381470,258,10,0,0
231_8,231,buyer,아 그렇군요,2025-10-24T00:51:44.381470,249,6,0,0
231_9,231,seller,직거래는 어렵습니다,2025-10-24T02:39:25.381470,6461,10,0,0
231_10,231,buyer,아 그렇군요,2025-10-24T03:05:02.381470,1537,6,0,1
232_0,232,buyer,가격 네고 가능할까요?,2025-10-17T00:11:44.381495,0,12,0,0
232_1,232,seller,네고 조금 가능합니다,2025-10-17T00:18:27.381495,403,11,1,0
232_2,232,buyer,언제 거래 가능하신가요?,2025-10-17T00:21:20.381495,173,13,0,0
232_3,232,seller,사진 보내드릴게요,2025-10-17T00:23:24.381495,124,9,0,0
232_4,232,buyer,직거래 가능한가요?,2025-10-17T00:29:54.381495,390,10,0,0
232_5,232,seller,알겠습니다,2025-10-17T00:33:49.381495,235,5,1,0
232_6,232,buyer,고민 좀 해볼게요,2025-10-17T01:59:54.381495,5165,9,0,0
232_7,232,seller,알겠습니다,2025-10-17T03:33:43.381495,5629,5,1,0
233_0,233,buyer,가격 네고 가능할까요?,2025-10-15T00:11:44.381514,0,12,0,0
233_1,233,seller,네고 조금 가능합니다,2025-10-15T00:14:24.381514,160,11,0,0
233_2,233,buyer,감사합니다,2025-10-15T00:16:09.381514,105,5,0,0
233_3,233,seller,상품 상태 아주 좋습니다,2025-10-15T00:23:57.381514,468,13,0,0
233_4,233,buyer,가격 네고 가능할까요?,2025-10-15T00:29:02.381514,305,12,0,0
233_5,233,seller,"네, 구매 가능합니다!",2025-10-15T00:32:56.381514,234,12,0,0
234_0,234,buyer,빠른 답변 감사드려요,2025-10-20T00:11:44.381528,0,11,0,0
234_1,234,seller,배송비 별도입니다,2025-10-20T00:15:36.381528,232,9,0,0
234_2,234,buyer,알겠습니다. 구매할게요,2025-10-20T00:24:48.381528,552,12,1,0
234_3,234,seller,배송비 별도입니다,2025-10-20T00:29:39.381528,291,9,0,0
234_4,234,buyer,네 좋습니다!,2025-10-20T00:31:12.381528,93,7,0,0
234_5,234,seller,상품 상태 아주 좋습니다,2025-10-20T00:39:34.381528,502,13,0,0
234_6,234,buyer,언제 거래 가능하신가요?,2025-10-20T00:46:38.381528,424,13,1,0
234_7,234,seller,"네, 구매 가능합니다!",2025-10-20T00:52:23.381528,345,12,0,0
234_8,234,buyer,빠른 답변 감사드려요,2025-10-20T00:55:19.381528,176,11,0,0
235_0,235,buyer,상품 상태는 어떤가요?,2025-10-14T00:11:44.381549,0,12,1,0
235_1,235,seller,오늘 오후 가능합니다,2025-10-14T00:18:47.381549,423,11,0,0
235_2,235,buyer,이 상품 아직 구매 가능한가요?,2025-10-14T00:24:06.381549,319,17,0,0
235_3,235,seller,"네, 구매 가능합니다!",2025-10-14T00:33:16.381549,550,12,1,0
235_4,235,buyer,감사합니다,2025-10-14T00:38:32.381549,316,5,0,0
235_5,235,seller,사진 보내드릴게요,2025-10-14T00:41:58.381549,206,9,1,0
235_6,235,buyer,이 상품 아직 구매 가능한가요?,2025-10-14T00:43:29.381549,91,17,0,0
235_7,235,seller,현재 다른 분과 거래 진행 중입니다,2025-10-14T00:51:15.381549,466,19,0,0
235_8,235,buyer,죄송합니다만 다시 생각해볼게요,2025-10-14T00:54:23.381549,188,16,1,0
235_9,235,seller,알겠습니다,2025-10-14T02:27:09.381549,5566,5,1,0
235_10,235,buyer,아 그렇군요,2025-10-14T04:05:31.381549,5902,6,0,1
236_0,236,buyer,감사합니다,2025-09-28T00:11:44.381573,0,5,0,0
236_1,236,seller,상품 상태 아주 좋습니다,2025-09-28T00:15:41.381573,237,13,1,0
236_2,236,buyer,알겠습니다. 구매할게요,2025-09-28T00:25:31.381573,590,12,0,0
236_3,236,seller,사진 보내드릴게요,2025-09-28T00:33:33.381573,482,9,0,0
236_4,236,buyer,상품 상태는 어떤가요?,2025-09-28T00:35:36.381573,123,12,0,0
236_5,236,seller,직거래 가능합니다,2025-09-28T00:44:41.381573,545,9,0,0
236_6,236,buyer,감사합니다,2025-09-28T00:47:18.381573,157,5,1,0
236_7,236,seller,사진 보내드릴게요,2025-09-28T00:49:01.381573,103,9,0,0
236_8,236,buyer,빠른 답변 감사드려요,2025-09-28T00:52:29.381573,208,11,0,0
236_9,236,seller,가격은 정찰제입니다,2025-09-28T00:58:22.381573,353,10,0,0
236_10,236,buyer,다른 상품이랑 비교 좀 해보고 연락드릴게요,2025-09-28T01:07:12.381573,530,23,1,0
236_11,236,seller,죄송하지만 네고는 어렵습니다,2025-09-28T01:12:50.381573,338,15,0,0
236_12,236,buyer,아 그렇군요,2025-09-28T02:38:07.381573,5117,6,1,1
237_0,237,buyer,알겠습니다. 구매할게요,2025-10-11T00:11:44.381616,0,12,0,0
237_1,237,seller,"네, 구매 가능합니다!",2025-10-11T00:17:26.381616,342,12,0,0
237_2,237,buyer,빠른 답변 감사드려요,2025-10-11T00:27:25.381616,599,11,0,0
237_3,237,seller,오늘 오후 가능합니다,2025-10-11T00:32:57.381616,332,11,1,0
237_4,237,buyer,그럼 그렇게 진행해주세요,2025-10-11T00:39:04.381616,367,13,0,0
237_5,237,seller,확인했습니다,2025-10-11T00:43:54.381616,290,6,0,0
237_6,237,buyer,죄송합니다만 다시 생각해볼게요,2025-10-11T00:48:05.381616,251,16,1,0
237_7,237,seller,알겠습니다,2025-10-11T01:18:30.381616,1825,5,0,0
237_8,237,buyer,음... 좀 비싸네요,2025-10-11T02:24:38.381616,3968,11,1,1
238_0,238,buyer,가격 네고 가능할까요?,2025-10-18T00:11:44.381640,0,12,0,0
238_1,238,seller,사진 보내드릴게요,2025-10-18T00:16:38.381640,294,9,1,0
238_2,238,buyer,알겠습니다. 구매할게요,2025-10-18T00:25:05.381640,507,12,0,0
238_3,238,seller,오늘 오후 가능합니다,2025-10-18T00:27:37.381640,152,11,0,0
238_4,238,buyer,그럼 그렇게 진행해주세요,2025-10-18T00:32:27.381640,290,13,1,0
238_5,238,seller,직거래 가능합니다,2025-10-18T00:40:02.381640,455,9,0,0
238_6,238,buyer,언제 거래 가능하신가요?,2025-10-18T00:48:14.381640,492,13,1,0
238_7,238,seller,상품 상태 아주 좋습니다,2025-10-18T00:51:19.381640,185,13,0,0
238_8,238,buyer,빠른 답변 감사드려요,2025-10-18T00:55:56.381640,277,11,0,0
238_9,238,seller,오늘 오후 가능합니다,2025-10-18T00:58:24.381640,148,11,0,0
238_10,238,buyer,직거래 가능한가요?,2025-10-18T01:00:00.381640,96,10,0,0
238_11,238,seller,"네, 구매 가능합니다!",2025-10-18T01:07:59.381640,479,12,0,0
238_12,238,buyer,직거래 가능한가요?,2025-10-18T01:11:51.381640,232,10,0,0
238_13,238,seller,사진 보내드릴게요,2025-10-18T01:14:43.381640,172,9,0,0
238_14,238,buyer,가격 네고 가능할까요?,2025-10-18T01:19:04.381640,261,12,0,0
239_0,239,buyer,네 좋습니다!,2025-10-09T00:11:44.381679,0,7,0,0
239_1,239,seller,배송비 별도입니다,2025-10-09T00:15:43.381679,239,9,0,0
239_2,239,buyer,직거래 가능한가요?,2025-10-09T00:19:07.381679,204,10,0,0
239_3,239,seller,직거래 가능합니다,2025-10-09T00:26:53.381679,466,9,0,0
239_4,239,buyer,이 상품 아직 구매 가능한가요?,2025-10-09T00:36:47.381679,594,17,0,0
239_5,239,seller,오늘 오후 가능합니다,2025-10-09T00:41:45.381679,298,11,0,0
239_6,239,buyer,상품 상태는 어떤가요?,2025-10-09T00:49:43.381679,478,12,0,0
239_7,239,seller,"네, 구매 가능합니다!",2025-10-09T00:57:53.381679,490,12,0,0
239_8,239,buyer,그럼 그렇게 진행해주세요,2025-10-09T01:03:59.381679,366,13,0,0
239_9,239,seller,직거래 가능합니다,2025-10-09T01:13:36.381679,577,9,0,0
239_10,239,buyer,상품 상태는 어떤가요?,2025-10-09T01:22:06.381679,510,12,0,0
239_11,239,seller,상품 상태 아주 좋습니다,2025-10-09T01:31:00.381679,534,13,1,0
239_12,239,buyer,직거래 가능한가요?,2025-10-09T01:31:44.381679,44,10,0,0
239_13,239,seller,오늘 오후 가능합니다,2025-10-09T01:33:51.381679,127,11,0,0
239_14,239,buyer,실물 사진 더 보여주실 수 있나요?,2025-10-09T01:34:51.381679,60,19,0,0
239_15,239,seller,직거래 가능합니다,2025-10-09T01:36:46.381679,115,9,0,0
239_16,239,buyer,네 좋습니다!,2025-10-09T01:42:19.381679,333,7,0,0
240_0,240,buyer,빠른 답변 감사드려요,2025-09-26T00:11:44.381718,0,11,0,0
240_1,240,seller,직거래 가능합니다,2025-09-26T00:15:45.381718,241,9,0,0
240_2,240,buyer,감사합니다,2025-09-26T00:23:13.381718,448,5,0,0
240_3,240,seller,사진 보내드릴게요,2025-09-26T00:26:34.381718,201,9,0,0
240_4,240,buyer,알겠습니다. 구매할게요,2025-09-26T00:29:17.381718,163,12,0,0
240_5,240,seller,"네, 구매 가능합니다!",2025-09-26T00:31:24.381718,127,12,0,0
240_6,240,buyer,가격 네고 가능할까요?,2025-09-26T00:41:04.381718,580,12,1,0
240_7,240,seller,사진 보내드릴게요,2025-09-26T00:46:40.381718,336,9,0,0
240_8,240,buyer,이 상품 아직 구매 가능한가요?,2025-09-26T00:48:26.381718,106,17,0,0
240_9,240,seller,가격은 정찰제입니다,2025-09-26T00:56:08.381718,462,10,0,0
240_10,240,buyer,...,2025-09-26T01:01:16.381718,308,3,0,0
240_11,240,seller,가격은 정찰제입니다,2025-09-26T01:14:18.381718,782,10,0,0
240_12,240,buyer,죄송합니다만 다시 생각해볼게요,2025-09-26T02:21:38.381718,4040,16,0,1
241_0,241,buyer,배송비 포함인가요?,2025-10-10T00:11:44.381750,0,10,1,0
241_1,241,seller,배송비 별도입니다,2025-10-10T00:21:22.381750,578,9,0,0
241_2,241,buyer,빠른 답변 감사드려요,2025-10-10T00:30:08.381750,526,11,0,0
241_3,241,seller,"네, 구매 가능합니다!",2025-10-10T00:38:38.381750,510,12,0,0
241_4,241,buyer,언제 거래 가능하신가요?,2025-10-10T00:47:00.381750,502,13,1,0
242_0,242,buyer,네 좋습니다!,2025-10-22T00:11:44.381763,0,7,0,0
242_1,242,seller,사진 보내드릴게요,2025-10-22T00:13:52.381763,128,9,0,0
242_2,242,buyer,네 좋습니다!,2025-10-22T00:15:36.381763,104,7,0,0
242_3,242,seller,사진 보내드릴게요,2025-10-22T00:17:29.381763,113,9,0,0
242_4,242,buyer,직거래 가능한가요?,2025-10-22T00:20:18.381763,169,10,0,0
242_5,242,seller,상품 상태 아주 좋습니다,2025-10-22T00:22:22.381763,124,13,0,0
242_6,242,buyer,빠른 답변 감사드려요,2025-10-22T00:28:29.381763,367,11,0,0
242_7,242,seller,네,2025-10-22T00:28:42.381763,13,1,1,0
242_8,242,buyer,아 그렇군요,2025-10-22T02:21:23.381763,6761,6,1,0
242_9,242,seller,확인했습니다,2025-10-22T03:54:07.381763,5564,6,0,0
243_0,243,buyer,상품 상태는 어떤가요?,2025-10-23T00:11:44.381787,0,12,0,0
243_1,243,seller,오늘 오후 가능합니다,2025-10-23T00:17:42.381787,358,11,0,0
243_2,243,buyer,그럼 그렇게 진행해주세요,2025-10-23T00:20:40.381787,178,13,0,0
243_3,243,seller,배송비 별도입니다,2025-10-23T00:22:14.381787,94,9,1,0
243_4,243,buyer,알겠습니다. 구매할게요,2025-10-23T00:25:19.381787,185,12,0,0
243_5,243,seller,오늘 오후 가능합니다,2025-10-23T00:25:41.381787,22,11,1,0
243_6,243,buyer,가격 네고 가능할까요?,2025-10-23T00:29:11.381787,210,12,1,0
243_7,243,seller,네고 조금 가능합니다,2025-10-23T00:33:06.381787,235,11,1,0
243_8,243,buyer,그럼 그렇게 진행해주세요,2025-10-23T00:35:12.381787,126,13,0,0
243_9,243,seller,죄송하지만 네고는 어렵습니다,2025-10-23T00:43:18.381787,486,15,0,0
243_10,243,buyer,죄송합니다만 다시 생각해볼게요,2025-10-23T01:00:16.381787,1018,16,0,0
243_11,243,seller,알겠습니다,2025-10-23T01:48:42.381787,2906,5,0,0
244_0,244,buyer,빠른 답변 감사드려요,2025-10-07T00:11:44.381817,0,11,1,0
244_1,244,seller,사진 보내드릴게요,2025-10-07T00:12:12.381817,28,9,0,0
244_2,244,buyer,배송비 포함인가요?,2025-10-07T00:16:09.381817,237,10,0,0
244_3,244,seller,알겠습니다,2025-10-07T00:23:25.381817,436,5,0,0
244_4,244,buyer,아 그렇군요,2025-10-07T00:28:12.381817,287,6,0,0
244_5,244,seller,네,2025-10-07T02:24:24.381817,6972,1,1,0
244_6,244,buyer,...,2025-10-07T04:13:52.381817,6568,3,0,1
245_0,245,buyer,언제 거래 가능하신가요?,2025-10-04T00:11:44.381834,0,13,0,0
245_1,245,seller,"네, 구매 가능합니다!",2025-10-04T00:19:07.381834,443,12,0,0
245_2,245,buyer,감사합니다,2025-10-04T00:19:51.381834,44,5,0,0
245_3,245,seller,상품 상태 아주 좋습니다,2025-10-04T00:28:55.381834,544,13,0,0
245_4,245,buyer,알겠습니다. 구매할게요,2025-10-04T00:34:42.381834,347,12,0,0
245_5,245,seller,사진 보내드릴게요,2025-10-04T00:39:40.381834,298,9,0,0
245_6,245,buyer,가격 네고 가능할까요?,2025-10-04T00:43:53.381834,253,12,0,0
245_7,245,seller,알겠습니다,2025-10-04T00:46:58.381834,185,5,0,0
245_8,245,buyer,아 그렇군요,2025-10-04T00:49:42.381834,164,6,0,0
245_9,245,seller,현재 다른 분과 거래 진행 중입니다,2025-10-04T00:57:54.381834,492,19,1,0
245_10,245,buyer,죄송합니다만 다시 생각해볼게요,2025-10-04T01:28:35.381834,1841,16,0,1
246_0,246,buyer,죄송합니다만 다시 생각해볼게요,2025-10-17T00:11:44.381862,0,16,0,0
246_1,246,seller,네,2025-10-17T01:59:48.381862,6484,1,0,0
246_2,246,buyer,아 그렇군요,2025-10-17T02:12:18.381862,750,6,0,1
247_0,247,buyer,가격 네고 가능할까요?,2025-10-11T00:11:44.381871,0,12,0,0
247_1,247,seller,오늘 오후 가능합니다,2025-10-11T00:17:24.381871,340,11,0,0
247_2,247,buyer,빠른 답변 감사드려요,2025-10-11T00:20:47.381871,203,11,0,0
247_3,247,seller,"네, 구매 가능합니다!",2025-10-11T00:23:23.381871,156,12,1,0
247_4,247,buyer,이 상품 아직 구매 가능한가요?,2025-10-11T00:24:21.381871,58,17,0,0
247_5,247,seller,직거래 가능합니다,2025-10-11T00:33:42.381871,561,9,0,0
